seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado
43,9,002E,378254.0,RUIZ HUIDOBRO AV.,3715.0,2024-02-25
30,9,001D,185235.0,ESTADOS UNIDOS,3518.0,2024-02-26
8,62,014A,110155.0,REGIMIENTO DE PATRICIOS AV.,170.0,2024-02-26
43,70,10,332022.0,CONDE,3811.0,2024-02-26
15,17,24,444259.0,"CABRERA, JOSE A.",3483.0,2024-02-26
49,172,32,237464.0,FOREST AV.,866.0,2024-02-27
22,60,14,180295.0,SARANDI,924.0,2024-02-27
15,29,5,446354.0,PEÑA,3142.0,2024-02-27
49,72,4,240263.0,CHORROARIN AV.,1271.0,2024-02-28
40,144,14,154805.0,SENILLOSA,354.0,2024-02-28
44,56,27,49016.0,BALBASTRO,2255.0,2024-02-28
19,151,031A,426612.0,"SCALABRINI ORTIZ, RAUL AV.",2366.0,2024-02-28
59,182,31,231002.0,"REPETTO, NICOLAS, DR.",1534.0,2024-02-28
36,119,3,150660.0,DON BOSCO,3820.0,2024-02-29
79,107,1,259887.0,CAMARONES,3504.0,2024-03-01
39,61,006B,373903.0,CONESA,1957.0,2024-03-01
39,41,2,368820.0,JURAMENTO,3291.0,2024-03-01
30,6,017A,186145.0,BOEDO AV.,1050.0,2024-03-01
79,107,2,259886.0,CAMARONES,3512.0,2024-03-01
30,92,005H,186167.0,CONSTITUCION,2657.0,2024-03-02
47,98,34,226615.0,MUÑECAS,924.0,2024-03-02
76,138E,3,96658.0,"RODO, JOSE E.",6142.0,2024-03-02
40,121,19,155681.0,ASAMBLEA AV.,137.0,2024-03-06
47,146,005B,227122.0,"NEWBERY, JORGE AV.",4382.0,2024-03-06
48,89,7,143528.0,"RECUERO, CASIMIRO, Tte. Cnel.",2580.0,2024-03-06
57,52,022D,147479.0,AVELLANEDA AV.,1601.0,2024-03-08
47,072A,19,228295.0,HIDALGO,1348.0,2024-03-08
19,151,17,426584.0,CHARCAS,3949.0,2024-03-08
45,106,001A,174883.0,"JAURETCHE, ARTURO",202.0,2024-03-08
35,102,032B,416812.0,"CARRANZA, ANGEL JUSTINIANO",2232.0,2024-03-09
31,91,29,422083.0,CORDOBA AV.,4758.0,2024-03-09
19,46,22,431453.0,HONDURAS,4453.0,2024-03-09
11,61,020A,448142.0,"LOPEZ, VICENTE",1969.0,2024-03-10
15,133,011A,441335.0,ECUADOR,1175.0,2024-03-10
31,95,9,420291.0,ARGAÑARAS,87.0,2024-03-10
51,30,2,350937.0,MENDOZA AV.,5440.0,2024-03-11
15,48,006C,444182.0,BILLINGHURST,1899.0,2024-03-11
28,14,13,194785.0,MORENO,3477.0,2024-03-11
15,52,24,446133.0,FRENCH,3075.0,2024-03-11
47,106,013A,227334.0,CALDAS,287.0,2024-03-12
39,3,4,325540.0,JURAMENTO,3758.0,2024-03-12
43,8,001C,332929.0,RUIZ HUIDOBRO AV.,3730.0,2024-03-12
13,74,12,191017.0,"ANCHORENA, TOMAS MANUEL DE, DR.",789.0,2024-03-12
11,15,043A,448236.0,AZCUENAGA,1048.0,2024-03-12
30,68,003A,185960.0,LA RIOJA,1544.0,2024-03-13
44,133,33,47261.0,"MARTINEZ, VICTOR",1739.0,2024-03-13
49,37,4,240760.0,TRIUNVIRATO AV.,3524.0,2024-03-13
47,56,22,226963.0,FITZ ROY,60.0,2024-03-13
48,104,15,142940.0,PEDERNERA,614.0,2024-03-13
30,90,036B,182760.0,JUJUY AV.,1551.0,2024-03-14
16,081A,012A,111901.0,"HORNOS, Gral.",548.0,2024-03-15
25,81,19,341338.0,LA PAMPA,1275.0,2024-03-18
25,34,009B,335998.0,O'HIGGINS,2219.0,2024-03-19
63,43,7,353746.0,LAVOISIER,3187.0,2024-03-19
47,143,26,227017.0,DORREGO AV.,588.0,2024-03-19
47,21,5,229678.0,BATALLA DEL PARI,636.0,2024-03-19
39,66,2,326826.0,MONROE,2920.0,2024-03-19
40,99,11,156282.0,BEAUCHEF,500.0,2024-03-19
36,96,7,151452.0,CASTRO,624.0,2024-03-20
30,69,2,183459.0,PAVON,2918.0,2024-03-20
37,76,34,408710.0,"ARREDONDO, Virrey",3141.0,2024-03-20
31,97,1,420423.0,PRINGLES,1395.0,2024-03-20
37,76,35,408709.0,"ARREDONDO, Virrey",3135.0,2024-03-20
47,134,22,226082.0,MALABIA,184.0,2024-03-20
43,56,001F,366650.0,CONDE,3692.0,2024-03-20
31,92,006A,422427.0,CORDOBA AV.,4860.0,2024-03-21
30,36,12,184245.0,SANCHEZ DE LORIA,1272.0,2024-03-21
51,112,034B,375326.0,PLAZA,2394.0,2024-03-21
42,12,26,140358.0,"RECUERO, CASIMIRO, Tte. Cnel.",1815.0,2024-03-21
19,64,001K,426389.0,MALABIA,1793.0,2024-03-22
31,36,30,420097.0,LOYOLA,38.0,2024-03-22
19,132,6,424280.0,"SALGUERO, JERONIMO",1771.0,2024-03-22
41,149,6,330453.0,AMENABAR,3373.0,2024-03-22
39,34,7,377032.0,MENDOZA,3333.0,2024-03-22
47,023B,4,229767.0,"RODRIGUEZ, MANUEL A., GENERAL",2181.0,2024-03-22
47,140,24,298728.0,DARWIN,346.0,2024-03-23
30,3,38,185507.0,MAZA,1521.0,2024-03-23
57,11,3,133276.0,NEUQUEN,2026.0,2024-03-23
45,048B,15,176747.0,ARENGREEN,837.0,2024-03-23
49,72,2,240265.0,CHORROARIN AV.,1291.0,2024-03-23
23,42,001A,416429.0,"LORETO, Virrey",2120.0,2024-03-23
21,62,028C,432386.0,"SALGUERO, JERONIMO",2656.0,2024-03-23
47,035A,16,229358.0,BATALLA DEL PARI,585.0,2024-03-23
51,35,22,351203.0,MENDOZA AV.,5331.0,2024-03-23
9,36,28,206402.0,"PERON, JUAN DOMINGO, TTE. GENERAL",2323.0,2024-03-24
29,014B,009b,339057.0,VUELTA DE OBLIGADO,3687.0,2024-03-24
9,19,2,207014.0,CORRIENTES AV.,2510.0,2024-03-25
47,129,11,227834.0,"MARECHAL, LEOPOLDO",1215.0,2024-03-25
78,001H,6,98879.0,PIEDRA BUENA AV.,3555.0,2024-03-25
47,033B,001F,229273.0,"ESCALADA DE SAN MARTIN, R.",511.0,2024-03-25
21,66,16,430405.0,REPUBLICA DE LA INDIA,2967.0,2024-03-25
11,57,27,442004.0,JUNCAL,2067.0,2024-03-26
22,43,20,180829.0,HUMBERTO 1°,2181.0,2024-03-26
37,90,14,408983.0,"AVILES, VIRREY",3038.0,2024-03-26
17,95,17,170694.0,GUARDIA VIEJA,3983.0,2024-03-26
30,70,27,183449.0,PAVON,2913.0,2024-03-26
40,141,25,154935.0,"GOYENA, PEDRO AV.",33.0,2024-03-26
39,56,8,325972.0,ZAPIOLA,2149.0,2024-03-27
48,94,14,143355.0,VARELA AV.,550.0,2024-03-27
30,59,011A,183688.0,CONSTITUCION,3065.0,2024-03-27
11,14,34,447483.0,AZCUENAGA,906.0,2024-03-27
15,130,014A,446992.0,ARENALES,2669.0,2024-03-27
59,114,25,233610.0,"OROÑO, NICASIO",1558.0,2024-03-27
31,45,10,423255.0,AGUIRRE,1045.0,2024-03-27
15,7,25,444838.0,GUISE,1774.0,2024-03-27
15,20,34,444359.0,BILLINGHURST,1378.0,2024-03-27
37,89,023C,408716.0,"ARREDONDO, Virrey",3093.0,2024-03-28
7,37,9,451966.0,JUNCAL,1485.0,2024-03-28
39,62,3,325690.0,JURAMENTO,2938.0,2024-03-29
27,36,11,337113.0,ARCOS,2761.0,2024-03-29
67,43,17,250049.0,NAZCA AV.,1641.0,2024-03-29
48,129,32,141392.0,CAMACUA,665.0,2024-03-30
60,130,28,8372.0,RAFAELA,5065.0,2024-03-30
30,84,15,182851.0,DEAN FUNES,1028.0,2024-03-30
30,85,41,182829.0,CATAMARCA,963.0,2024-03-31
25,108,011A,377898.0,MONROE,984.0,2024-03-31
36,138,12,150012.0,COLOMBRES,56.0,2024-04-01
1,12,5,220883.0,CORRIENTES AV.,760.0,2024-04-01
21,17,7,430533.0,FRAY JUSTO SANTAMARIA DE ORO,2587.0,2024-04-03
13,8,33,192827.0,HUMAHUACA,3739.0,2024-04-03
65,35,010B,136642.0,AVELLANEDA AV.,2807.0,2024-04-03
27,19,16,336555.0,VUELTA DE OBLIGADO,2539.0,2024-04-03
49,149,26,238438.0,ELCANO AV.,3847.0,2024-04-03
47,163,028A,313892.0,DORREGO AV.,646.0,2024-04-03
47,105B,29,227311.0,ITURRI,164.0,2024-04-03
49,39,6,241065.0,DE LOS INCAS AV.,4342.0,2024-04-03
22,22,27,181675.0,"GARAY, JUAN DE AV.",2379.0,2024-04-05
19,106,23,426865.0,SOLER,4535.0,2024-04-05
33,65,1,402225.0,CORDOBA,6502.0,2024-04-05
41,139,001E,377212.0,AMENABAR,3480.0,2024-04-05
51,58,30,344887.0,OLAZABAL AV.,4843.0,2024-04-05
16,80,014A,111970.0,"HORNOS, Gral.",882.0,2024-04-05
30,63,33,183659.0,BARCALA,3001.0,2024-04-06
79,103,36,259725.0,CONCORDIA,1240.0,2024-04-06
21,42,1,429915.0,PAUNERO,2780.0,2024-04-06
43,169,10,377259.0,JARAMILLO,2693.0,2024-04-07
25,105,017C,368264.0,HUSARES,2145.0,2024-04-07
45,53,007D,178996.0,"ARANGUREN, JUAN F., Dr.",608.0,2024-04-07
23,52,006A,415229.0,3 DE FEBRERO,1551.0,2024-04-08
4,2,26,211513.0,TACUARI,1294.0,2024-04-08
30,74,24,183316.0,HUMBERTO 1°,2941.0,2024-04-08
33,85,009b,417397.0,"CABRERA, JOSE A.",6060.0,2024-04-09
38,68,9,40940.0,ALBARRACIN,1620.0,2024-04-09
19,162,22,424357.0,GUEMES,3545.0,2024-04-09
47,125,7,227179.0,"ARENAL, CONCEPCION",4460.0,2024-04-09
28,28,16,194237.0,REPUBLICA BOLIVARIANA DE VENEZUELA,3292.0,2024-04-09
35,106,2,405269.0,CABILDO AV.,114.0,2024-04-09
30,96,28,182496.0,"CALVO, CARLOS",2779.0,2024-04-10
1,28,28,220512.0,SAN MARTIN,390.0,2024-04-10
23,63,009A,417012.0,ARCOS,1755.0,2024-04-10
7,32,12,451783.0,CORDOBA AV.,1475.0,2024-04-10
21,42,38,429916.0,PAUNERO,2778.0,2024-04-10
47,83,016B,309950.0,HUMBOLDT,24.0,2024-04-10
1,1,14,221022.0,RIVADAVIA AV.,893.0,2024-04-11
30,19,37,184888.0,LINIERS VIRREY,871.0,2024-04-11
34,96,13,911013.0,ANCASTE,3136.0,2024-04-11
34,96,0FRD,911610.0,IGUAZU,955.0,2024-04-11
30,52,17,183883.0,24 DE NOVIEMBRE,1160.0,2024-04-11
15,116,24,443011.0,LAPRIDA,1209.0,2024-04-12
12,34,023A,217446.0,MEXICO,1361.0,2024-04-12
43,57,026C,377870.0,CONDE,3760.0,2024-04-12
20,62,17,200419.0,BELGRANO AV.,1974.0,2024-04-13
30,90,016A,182741.0,CATAMARCA,1558.0,2024-04-14
30,16,12,184977.0,MAZA,1120.0,2024-04-15
39,37,20,326732.0,SUPERI,2423.0,2024-04-15
25,70,005a,378806.0,MENDOZA,1458.0,2024-04-16
48,132,33,148815.0,DIRECTORIO AV.,2115.0,2024-04-17
1,43,2,220142.0,SARMIENTO,310.0,2024-04-17
18,142B,34,113896.0,"MONTES DE OCA, MANUEL",969.0,2024-04-17
10,013A,022E,125052.0,ISABEL LA CATOLICA,751.0,2024-04-17
23,84,8,412798.0,REPUBLICA DE ESLOVENIA,1875.0,2024-04-17
39,30,002E,374211.0,SUPERI,1885.0,2024-04-18
30,94,035B,186125.0,SAN JUAN AV.,2721.0,2024-04-19
49,151,18,238531.0,GIRIBONE,1391.0,2024-04-19
20,46,007A,200980.0,BELGRANO AV.,2190.0,2024-04-19
41,90,001D,328739.0,CONESA,2942.0,2024-04-20
41,079A,22,329995.0,"FREIRE, RAMON, CAP. GRAL.",3209.0,2024-04-20
28,30,005B,196202.0,BELGRANO AV.,3215.0,2024-04-20
11,80,010A,447695.0,AYACUCHO,1583.0,2024-04-20
15,106,6,443390.0,BERUTI,2842.0,2024-04-21
49,70,8,240229.0,TRIUNVIRATO AV.,3319.0,2024-04-21
30,72,37,183385.0,DEAN FUNES,1239.0,2024-04-21
48,152,12,140730.0,DIRECTORIO AV.,1947.0,2024-04-21
25,101,8,342293.0,MONROE,1050.0,2024-04-22
55,242,003A,377829.0,VILELA,4030.0,2024-04-22
57,20,024E,148548.0,BACACAY,1707.0,2024-04-22
83,163B,3,270065.0,NAVARRO,3520.0,2024-04-22
31,115,3,423538.0,GODOY CRUZ,1457.0,2024-04-23
47,17,7,229533.0,TRES ARROYOS,664.0,2024-04-23
36,46,25,162092.0,TREINTA Y TRES ORIENTALES,71.0,2024-04-23
21,74,7,430272.0,LAFINUR,3255.0,2024-04-24
65,123,9,133844.0,"ARANGUREN, JUAN F., Dr.",2076.0,2024-04-24
9,45,26,206145.0,SARMIENTO,2265.0,2024-04-24
22,1,12,182208.0,JUJUY AV.,1530.0,2024-04-25
47,125,12,227174.0,ITURRI,173.0,2024-04-25
4,17,007A,214495.0,ESTADOS UNIDOS,652.0,2024-04-26
23,51,10,412022.0,3 DE FEBRERO,1544.0,2024-04-27
30,58,15,183706.0,"URQUIZA, Gral.",1430.0,2024-04-28
30,47,19,184005.0,"URQUIZA, Gral.",1327.0,2024-04-28
18,141,15,113915.0,"HORNOS, Gral.",1476.0,2024-04-29
27,110A,12,371908.0,"ROMERO, EDUARDO, Sgto.",2523.0,2024-04-29
25,60,9,335418.0,MONTAÑESES,1823.0,2024-04-30
37,140,005A,416743.0,AGUILAR,2570.0,2024-05-01
48,155,005S,140620.0,"FALCON, RAMON L.,CNEL.",1927.0,2024-05-01
41,138,8,330433.0,MOLDES,3347.0,2024-05-01
59,37,001D,299494.0,"BELAUSTEGUI, LUIS, Dr.",1720.0,2024-05-01
89,79,008E,312717.0,ALLENDE,3889.0,2024-05-01
39,54,4,325376.0,ECHEVERRIA,3040.0,2024-05-02
47,125,028A,311628.0,LEIVA,4401.0,2024-05-02
41,031B,012A,377846.0,"BALBIN, RICARDO, DR. AV.",3311.0,2024-05-02
27,136,14,371814.0,"QUINTEROS, LIDORO J. AV.",983.0,2024-05-03
31,113,14,423353.0,CORDOBA AV.,5151.0,2024-05-04
47,92,025A,312885.0,ANTEZANA,107.0,2024-05-04
48,35,1,149341.0,SAN PEDRITO AV.,211.0,2024-05-05
83,239,4,268945.0,ASUNCION,3244.0,2024-05-05
17,109,15,170313.0,"SALGUERO, JERONIMO",933.0,2024-05-06
32,41,016A,104240.0,BOEDO AV.,1530.0,2024-05-06
83,20,18,271594.0,GUALEGUAYCHU,3312.0,2024-05-06
21,075A,018A,433292.0,REPUBLICA DE LA INDIA,3031.0,2024-05-06
23,4,6,410942.0,DORREGO AV.,2693.0,2024-05-09
38,102,5,40478.0,BALBASTRO,636.0,2024-05-09
25,85,16,341961.0,MIÑONES,2255.0,2024-05-09
30,29,23,184528.0,LINIERS VIRREY,886.0,2024-05-10
48,66,12,144524.0,CULPINA,1121.0,2024-05-10
41,158A,37,330118.0,CABILDO AV.,3242.0,2024-05-10
27,71,5,337486.0,QUESADA,1752.0,2024-05-10
33,94,2,405691.0,CONDE,410.0,2024-05-10
23,11,13,411045.0,3 DE FEBRERO,773.0,2024-05-10
31,78,38,422407.0,LERMA,660.0,2024-05-10
31,33,4,423228.0,"JUSTO, JUAN B. AV.",2254.0,2024-05-11
17,17,031A,179470.0,LAMBARE,1182.0,2024-05-11
23,114,005L,415970.0,SOLDADO DE LA INDEPENDENCIA,1367.0,2024-05-11
40,71,27,157240.0,VALLE,563.0,2024-05-11
41,59,6,327420.0,"RIVERA, PEDRO I., Dr.",3246.0,2024-05-11
35,13,15,405994.0,OLLEROS,3176.0,2024-05-12
27,60,8,337461.0,QUESADA,1828.0,2024-05-12
7,11,003B,452910.0,POSADAS,1454.0,2024-05-12
6,71,013A,125192.0,"VALLE, ARISTOBULO DEL",175.0,2024-05-12
30,91,34,182720.0,JUJUY AV.,1475.0,2024-05-12
4,14,014C,214481.0,CHACABUCO,1268.0,2024-05-12
41,24,12,327716.0,MELIAN AV.,2749.0,2024-05-13
27,130,10,367526.0,"RICCHERI, PABLO, Tte. Gral.",3111.0,2024-05-13
36,131,033A,150268.0,MEXICO,3601.0,2024-05-13
41,24,11,327717.0,MELIAN AV.,2753.0,2024-05-13
38,212,38,37840.0,COLOMBRES,1613.0,2024-05-13
53,55,017A,377287.0,CONGRESO AV.,4581.0,2024-05-14
53,55,014A,378340.0,MILLER,3023.0,2024-05-14
49,36,21,240532.0,CALDAS,1821.0,2024-05-14
35,118,8,403832.0,SANTA FE AV.,5046.0,2024-05-15
31,88,18,421035.0,LERMA,255.0,2024-05-15
21,21,008G,433310.0,BERUTI,3429.0,2024-05-15
30,20,8,184831.0,LINIERS VIRREY,1640.0,2024-05-15
40,84,002B,161219.0,"ALBERDI, JUAN BAUTISTA AV.",436.0,2024-05-15
47,112,8,228004.0,ACOYTE,1521.0,2024-05-16
27,8,19,338322.0,VUELTA DE OBLIGADO,3224.0,2024-05-16
2,024A,006A,219163.0,MORENO,625.0,2024-05-16
41,47,21,327405.0,ROOSEVELT FRANKLIN D.,3361.0,2024-05-17
49,080A,3,240121.0,DE LOS INCAS AV.,4024.0,2024-05-17
37,102,3,409019.0,"AVILES, VIRREY",2950.0,2024-05-17
21,117,6,433257.0,SAN MARTIN DE TOURS,3141.0,2024-05-17
22,10,26,182078.0,ALBERTI,1151.0,2024-05-17
41,114,11,329688.0,CRAMER AV.,3161.0,2024-05-17
40,111,14,155950.0,"BONIFACIO, JOSE",257.0,2024-05-17
21,98,8,431030.0,DEL LIBERTADOR AV.,2277.0,2024-05-17
17,98,12,179148.0,TUCUMAN,3841.0,2024-05-17
17,30,39,172736.0,PRINGLES,580.0,2024-05-18
23,112,27,413294.0,OLLEROS AV.,1795.0,2024-05-18
85,027A,11,282171.0,"CASTELAR, EMILIO",729.0,2024-05-18
29,44,15,339803.0,ARCOS,4033.0,2024-05-18
51,48,015D,372371.0,BAUNESS,2209.0,2024-05-18
40,88,16,155147.0,"MORENO, JOSE MARIA AV.",62.0,2024-05-18
49,57,32,241239.0,"ACHA, MARIANO, Gral.",1784.0,2024-05-18
47,169,37,225311.0,"DRAGO, LUIS MARIA",236.0,2024-05-18
34,58,022A,910919.0,CACHI,790.0,2024-05-19
41,16,017C,369364.0,WASHINGTON,2989.0,2024-05-19
61,62,29,247193.0,MOSCU,5453.0,2024-05-20
27,82,5,337522.0,QUESADA,1646.0,2024-05-20
8,33,14,111052.0,BRASIL,833.0,2024-05-21
49,62,10,240943.0,"ACHA, MARIANO, Gral.",1763.0,2024-05-21
83,117,2,270587.0,NAVARRO,3710.0,2024-05-21
36,96,8,151453.0,CASTRO,632.0,2024-05-21
18,003B,005A,119597.0,"CRUZ, OSVALDO AV.",2936.0,2024-05-21
40,85,015B,162255.0,"MORENO, JOSE MARIA AV.",354.0,2024-05-21
19,40,005G,424080.0,EL SALVADOR,3870.0,2024-05-21
49,121,001D,312741.0,ESTOMBA,1287.0,2024-05-21
48,96,12,143288.0,VARELA,344.0,2024-05-22
31,64,001A,421655.0,JUFRE,404.0,2024-05-22
14,33,7,212863.0,ESTADOS UNIDOS,1444.0,2024-05-22
23,35,6,411777.0,VUELTA DE OBLIGADO,1161.0,2024-05-22
37,18,10,406855.0,GIRIBONE,951.0,2024-05-22
42,010A,11,139986.0,CARABOBO AV.,22.0,2024-05-23
43,112,15,331482.0,"LARRALDE, CRISOLOGO AV.",3091.0,2024-05-23
48,116,20,142243.0,RIVERA INDARTE AV.,358.0,2024-05-24
25,102,16,341374.0,LA PAMPA,923.0,2024-05-25
8,60,21,110268.0,REGIMIENTO DE PATRICIOS AV.,374.0,2024-05-26
17,15,029A,173608.0,CORRIENTES AV.,4641.0,2024-05-27
39,13,001N,366809.0,BLANCO ENCALADA,3526.0,2024-05-27
35,091B,001C,405102.0,ZAPATA,62.0,2024-05-28
22,7,037A,186157.0,SAAVEDRA,1039.0,2024-05-28
16,39,15,112759.0,"SAENZ PEÑA, LUIS, PRES.",1832.0,2024-05-28
42,39,4,139654.0,THORNE,342.0,2024-05-29
19,167,23,426258.0,ARAOZ,2426.0,2024-05-29
47,51,008A,228989.0,"PUEYRREDON, HONORIO, DR. AV.",1891.0,2024-05-29
59,95,25,232282.0,"ALVAREZ, DONATO, Tte. Gral. AV.",2275.0,2024-05-30
15,50,25,446049.0,BERUTI,3139.0,2024-05-30
14,15,6,213494.0,HUMBERTO 1°,1670.0,2024-05-30
57,002B,009C,149763.0,BOYACA AV.,185.0,2024-05-30
30,79,016C,185570.0,PAVON,2847.0,2024-05-30
48,120A,23,141691.0,"BONORINO, ESTEBAN, Cnel. AV.",587.0,2024-05-30
48,12,15,146210.0,"FALCON, RAMON L.,CNEL.",3189.0,2024-05-30
42,42,032A,148387.0,"FALCON, RAMON L.,CNEL.",1625.0,2024-05-30
51,37,37,351748.0,BUCARELLI,2382.0,2024-05-31
36,67,17,152409.0,"BOCAYUVA, QUINTINO",1380.0,2024-05-31
61,81,17,244561.0,GAMARRA,1417.0,2024-05-31
30,21,21,184816.0,SANCHEZ DE LORIA,1679.0,2024-05-31
23,120,019D,415979.0,"NEWBERY, JORGE",1577.0,2024-06-01
24,75,4,100470.0,RONDEAU,2418.0,2024-06-02
48,78,28,143735.0,ITALIA,441.0,2024-06-02
13,57,016D,195438.0,"PERON, JUAN DOMINGO, TTE. GENERAL",3295.0,2024-06-02
21,18,9,432394.0,GODOY CRUZ,2769.0,2024-06-03
8,19,1,111431.0,AZARA,113.0,2024-06-03
15,59,026A,448295.0,GALLO,1024.0,2024-06-03
41,115A,24,330051.0,AMENABAR,3208.0,2024-06-04
49,39,49,241025.0,"ACHA, MARIANO, Gral.",1248.0,2024-06-04
49,42,17,240799.0,"ACHA, MARIANO, Gral.",1211.0,2024-06-04
48,59,11,144347.0,REMEDIOS,2788.0,2024-06-04
15,72,7,445893.0,"PACHECO DE MELO, JOSE ANDRES",2760.0,2024-06-04
27,3,27,337032.0,VUELTA DE OBLIGADO,2776.0,2024-06-04
27,68,022C,367372.0,MONROE,1721.0,2024-06-04
25,61,24,335576.0,DEL LIBERTADOR AV.,5864.0,2024-06-05
61,26,22,246233.0,VIRREYES,3025.0,2024-06-05
42,8,13,140134.0,CARABOBO AV.,224.0,2024-06-05
48,19,18,145914.0,"MARTI, JOSE",568.0,2024-06-05
11,19,5,442573.0,FRENCH,2350.0,2024-06-05
59,109,012H,305369.0,WARNES AV.,1866.0,2024-06-05
12,50,37,217005.0,LIMA,711.0,2024-06-05
23,111,9,413224.0,OLLEROS AV.,1726.0,2024-06-05
69,36,19,253895.0,BAIGORRIA,2788.0,2024-06-05
40,140,14,154962.0,"BONIFACIO, JOSE",87.0,2024-06-06
27,68,022A,367374.0,MONROE,1737.0,2024-06-06
43,132,17,333163.0,BESARES,2995.0,2024-06-06
51,63,50,344073.0,COMBATIENTES DE MALVINAS AV.,3870.0,2024-06-06
29,31,2,339786.0,BESARES,2112.0,2024-06-07
16,22,22,113243.0,SOLIS,1629.0,2024-06-07
37,36,29,407850.0,CESPEDES,3301.0,2024-06-07
27,61,23,337778.0,QUESADA,1829.0,2024-06-08
82,073K,4,94966.0,"RAMIREZ, CEFERINO, COMODORO",5570.0,2024-06-08
6,048C,028E,125357.0,AZOPARDO,1539.0,2024-06-09
25,051A,10,376031.0,MENDOZA,1731.0,2024-06-09
18,140,47,113975.0,"MONTES DE OCA, MANUEL",1505.0,2024-06-09
27,39,16,337967.0,ARCOS,3041.0,2024-06-09
59,63,10,234169.0,"TRELLES, MANUEL R.",1285.0,2024-06-09
1,61,003T,223884.0,CORRIENTES AV.,101.0,2024-06-10
37,114,19,409047.0,CRAMER,1570.0,2024-06-11
51,25,26,351272.0,MENDOZA,5521.0,2024-06-11
15,41,1,444027.0,GORRITI,3408.0,2024-06-12
34,020B,10,108071.0,ROMERO,858.0,2024-06-12
36,93,9,151612.0,CASTRO,904.0,2024-06-13
29,102,017A,367017.0,DEL LIBERTADOR AV.,8334.0,2024-06-13
48,19,32,145928.0,QUIRNO,565.0,2024-06-13
54,85,013C,4204.0,"CARRERAS, SANTIAGO de las",20.0,2024-06-13
41,17,14,328978.0,WASHINGTON,3035.0,2024-06-13
47,023B,6,229765.0,"RODRIGUEZ, MANUEL A., GENERAL",2175.0,2024-06-13
37,31,001D,409066.0,DELGADO,1460.0,2024-06-13
37,95,12,407184.0,"GARCIA, TEODORO",2926.0,2024-06-14
23,72,20,412424.0,"CAMPOS, LUIS M. AV.",305.0,2024-06-14
27,17,001A,338689.0,CUBA,3490.0,2024-06-14
37,127,10,414519.0,MOLDES,653.0,2024-06-14
37,127,9,414520.0,MOLDES,657.0,2024-06-14
23,24,6,411440.0,"GARCIA, TEODORO",2316.0,2024-06-14
20,70,28,200123.0,REPUBLICA BOLIVARIANA DE VENEZUELA,1851.0,2024-06-14
37,43,37,409106.0,"AVILES, VIRREY",3427.0,2024-06-15
27,82,13,337514.0,ARRIBEÑOS,2871.0,2024-06-16
16,53,004D,119602.0,"GARAY, JUAN DE AV.",1230.0,2024-06-16
19,25,15,424787.0,"ACUÑA DE FIGUEROA, FRANCISCO",1477.0,2024-06-16
47,156,022B,298425.0,GURRUCHAGA,338.0,2024-06-18
51,073B,019A,375792.0,ALVAREZ THOMAS AV.,2401.0,2024-06-18
27,38,22,337713.0,QUESADA,2065.0,2024-06-18
37,144,015A,415611.0,"LORETO, Virrey",2507.0,2024-06-19
27,81,20,337241.0,"UGARTE, MANUEL",1655.0,2024-06-19
1,47,5,220258.0,VIAMONTE,340.0,2024-06-20
17,15,41,173643.0,LAMBARE,1060.0,2024-06-20
37,30,13,408820.0,"AVILES, VIRREY",3564.0,2024-06-20
43,63,14,334060.0,ARIAS,3470.0,2024-06-21
73,62,009A,378089.0,MOSCONI GENERAL AV.,2480.0,2024-06-21
31,113,29,423368.0,"VEGA, NICETO, Cnel.",5140.0,2024-06-21
22,4,19,182414.0,JUJUY AV.,1280.0,2024-06-21
25,60,13,335433.0,LA PAMPA,1567.0,2024-06-22
21,075B,015D,430445.0,REPUBLICA DE LA INDIA,3055.0,2024-06-22
51,75,12,343539.0,ALVAREZ THOMAS AV.,2671.0,2024-06-22
85,039B,20,282892.0,ALCARAZ,5083.0,2024-06-23
48,24,14,145728.0,"FALCON, RAMON L.,CNEL.",3033.0,2024-06-24
27,126,26,366489.0,"BAVIO, ERNESTO A.",3024.0,2024-06-25
74,126,33,14028.0,ERCILLA,6255.0,2024-06-25
51,36,005ñ,373179.0,OLAZABAL AV.,5231.0,2024-06-27
41,98,12,327501.0,CONESA,2649.0,2024-06-27
8,19,4,111434.0,GUALEGUAY,1450.0,2024-06-27
4,19,28,210831.0,"GARAY, JUAN DE AV.",549.0,2024-06-27
4,27,019H,210541.0,SAN JUAN AV.,471.0,2024-06-27
11,46,026C,448224.0,ARENALES,2107.0,2024-06-27
6,048C,028F,125358.0,AZOPARDO,1517.0,2024-06-28
34,075A,21,911664.0,IGUAZU,1525.0,2024-06-28
52,6,15,56888.0,"ACOSTA, MARIANO",3558.0,2024-06-28
41,134,15,328855.0,MOLDES,2949.0,2024-06-28
19,141,17,428057.0,THAMES,2201.0,2024-06-28
22,4,018C,182413.0,JUJUY AV.,1274.0,2024-06-29
40,001C,8,160320.0,"MITRE, EMILIO",1208.0,2024-06-29
36,71,005A,162288.0,"BOCAYUVA, QUINTINO",948.0,2024-06-30
27,137,4,366551.0,"SOLIER, DANIEL de, Alte.",955.0,2024-06-30
37,73,39,416787.0,CONDE,1001.0,2024-07-02
2,20,28,215824.0,CHILE,651.0,2024-07-02
